"","date","total_cases","new_cases","total_deaths","new_deaths","reproduction_rate","people_vaccinated","population"
"413",2021-02-16,109937198,359771,2515598,11099,0.96,121556597,8035329323
"414",2021-02-17,110323559,386361,2526951,11353,0.96,125702071,8035329323
"415",2021-02-18,110734353,410794,2538940,11990,0.96,128959346,8035329323
"416",2021-02-19,111144009,409656,2550593,11653,0.97,132018069,8035329323
"417",2021-02-20,111519170,375161,2559703,9110,0.99,136847474,8035329323
"418",2021-02-21,111838723,319553,2566493,6790,0.99,134813427,8035329323
"419",2021-02-22,112134308,295585,2573745,7252,1,141270149,8035329323
"420",2021-02-23,112527037,392729,2585226,11481,1,148400639,8035329323
"421",2021-02-24,112972001,444964,2597672,12446,1,151373711,8035329323
"422",2021-02-25,113424981,452980,2608579,10907,1,154021943,8035329323
"423",2021-02-26,113866940,441959,2619136,10557,1.01,157489642,8035329323
"424",2021-02-27,114263653,396713,2627867,8731,1.02,160044374,8035329323
"425",2021-02-28,114571432,307779,2634365,6498,1.02,163509727,8041760100
"426",2021-03-01,114876964,305532,2641972,7607,1.02,166026809,8041760100
"427",2021-03-02,115190218,387601,2652221,10249,1.02,177354685,8041760100
"428",2021-03-03,115632077,441859,2663726,11505,1.01,182313136,8041760100
"429",2021-03-04,116090523,458446,2674187,10462,1.01,187983127,8041760100
"430",2021-03-05,116539639,449116,2684670,10483,1.02,191564357,8041760100
"431",2021-03-06,116953650,414011,2692991,8321,1.02,194619272,8041760100
"432",2021-03-07,117328089,374439,2699071,6080,1.02,198165693,8041760100
"433",2021-03-08,117633609,305520,2706261,7190,1.03,206396376,8041760100
"434",2021-03-09,118047647,414038,2716756,10495,1.03,215730049,8041760100
"435",2021-03-10,118506511,458864,2726912,10156,1.03,219479914,8041760100
"436",2021-03-11,118996196,489685,2737126,10214,1.03,228854994,8041760100
"437",2021-03-12,119485453,489257,2746986,9860,1.04,227480443,8041760100
"438",2021-03-13,119941057,455604,2755595,8609,1.05,231008445,8041760100
"439",2021-03-14,120306129,365072,2761513,5921,1.05,234319777,8041870896
"440",2021-03-15,120660239,354110,2769076,7563,1.05,245295814,8041870896
"441",2021-03-16,121127269,467030,2779697,10621,1.06,251647516,8041870896
"442",2021-03-17,121672988,545719,2790287,10590,1.06,263871856,8041870896
"443",2021-03-18,122220919,547931,2801007,10720,1.05,271801322,8041870896
"444",2021-03-19,122783460,562541,2811826,10819,1.05,275106406,8041870896
"445",2021-03-20,123281890,498430,2820612,8786,1.05,286909948,8041870896
"446",2021-03-21,123722354,440464,2829167,8555,1.05,281660161,8041870896
"447",2021-03-22,124143543,423403,2837134,7967,1.05,296336392,8041870896
"448",2021-03-23,124649417,505874,2848591,11457,1.05,294256582,8041870896
"449",2021-03-24,125279125,631709,2859264,10673,1.05,312954029,8041870896
"450",2021-03-25,125931317,652192,2870818,11554,1.05,314780608,8041870896
"451",2021-03-26,126571354,640037,2883591,12773,1.06,327319288,8041870896
"452",2021-03-27,127155879,584525,2893802,10211,1.06,321150138,8041870896
"453",2021-03-28,127648533,492654,2901086,7284,1.05,310821366,8041870896
"454",2021-03-29,128107838,459305,2909751,8665,1.04,345215882,8041870896
"455",2021-03-30,128670044,562206,2921655,11908,1.05,350611442,8041870896
"456",2021-03-31,129343948,673904,2934583,12928,1.04,372991930,8041870896
"457",2021-04-01,130053772,709824,2946886,12303,1.04,374968225,8041870896
"458",2021-04-02,130698574,644802,2957533,10647,1.03,382002361,8041870896
"459",2021-04-03,131238911,540337,2966873,9340,1.03,389120230,8041870896
"460",2021-04-04,131798833,559922,2974302,7429,1.03,392656879,8041870896
"461",2021-04-05,132295849,497016,2982556,8254,1.02,411164004,8041870896
"462",2021-04-06,132903336,607487,2995013,12457,1.02,411447698,8041870896
"463",2021-04-07,133566493,663157,3010375,15362,1.02,433767027,8041870896
"464",2021-04-08,134402548,836055,3024680,14305,1.02,444862600,8041883587
"465",2021-04-09,135149872,752184,3039026,14346,1.02,449969535,8041883587
"466",2021-04-10,135820497,670625,3052034,13008,1.01,455330894,8041883587
"467",2021-04-11,136530103,709606,3061156,9122,1.01,461033903,8041883587
"468",2021-04-12,137143976,613873,3071061,9905,1.01,472344586,8041883587
"469",2021-04-13,137907777,763801,3084857,13796,1.01,482105338,8041883587
"470",2021-04-14,138719110,811333,3098951,14094,1.01,485780680,8041883587
"471",2021-04-15,139540331,821221,3112609,13658,1,502021102,8041883587
"472",2021-04-16,140400202,859871,3125988,13379,1,505865099,8041883587
"473",2021-04-17,141194160,794011,3138603,12615,0.99,499747947,8041883587
"474",2021-04-18,141894267,700107,3147739,9136,0.99,508945486,8041883587
"475",2021-04-19,142585234,690967,3158873,11134,0.99,524818501,8041883587
"476",2021-04-20,143424706,839472,3173167,14294,0.99,433386317,8041990454
"477",2021-04-21,144313969,889263,3187922,14755,0.99,541729581,8041990454
"478",2021-04-22,145213341,899372,3201845,13923,0.99,555625894,8041990454
"479",2021-04-23,146121023,907690,3217105,15260,0.99,449782541,8041990454
"480",2021-04-24,146945233,824210,3230237,13132,0.98,424934667,8041990454
"481",2021-04-25,147673712,728479,3241010,10773,0.965,569021074,8041990454
"482",2021-04-26,148362783,689071,3252643,11633,0.96,572671429,8041990454
"483",2021-04-27,149201868,839085,3267644,15001,0.96,576236528,8042001789
"484",2021-04-28,150100692,898824,3283590,15946,0.94,600741598,8042001789
"485",2021-04-29,150994730,894038,3299330,15740,0.94,600033555,8042001789
"486",2021-04-30,151886109,891379,3313753,14423,0.93,594168484,8042001789
"487",2021-05-01,152681007,794898,3326793,13040,0.92,600554856,8042001789
"488",2021-05-02,153368276,687269,3337119,10326,0.91,607336081,8042001789
"489",2021-05-03,154058733,690457,3348804,11685,0.92,619785090,8042001789
"490",2021-05-04,154843680,784947,3362896,14092,0.92,624364122,8042001789
"491",2021-05-05,155685702,842022,3377801,14905,0.92,640575336,8042001789
"492",2021-05-06,156558533,872831,3392377,14576,0.92,640436103,8042001789
"493",2021-05-07,157393372,834839,3406843,14469,0.92,652598454,8042045981
"494",2021-05-08,158181661,788289,3420172,13329,0.91,645364253,8042045981
"495",2021-05-09,158831065,649405,3430646,10474,0.92,647414886,8042045981
"496",2021-05-10,159456725,625660,3441738,11092,0.92,653280287,8042045981
"497",2021-05-11,160182519,725811,3455909,14171,0.92,682021764,8042045981
"498",2021-05-12,160950019,767500,3470049,14140,0.92,677822155,8042045981
"499",2021-05-13,161684708,734689,3483489,13440,0.92,685196454,8042045981
"500",2021-05-14,162394292,709584,3496517,13028,0.91,673122696,8042045981
"501",2021-05-15,163025890,631598,3508801,12284,0.9,674451472,8042045981
"502",2021-05-16,163572511,546621,3519103,10302,0.91,714837152,8042045981
"503",2021-05-17,164116052,543541,3530433,11330,0.92,722489947,8042045981
"504",2021-05-18,164735680,621992,3544510,14077,0.93,725019847,8042177218
"505",2021-05-19,165407751,672071,3557967,13457,0.93,729956566,8042177218
"506",2021-05-20,165690045,631140,3571146,13179,0.93,752076957,8042177218
"507",2021-05-21,166316531,626486,3584124,12978,0.94,604732302,8042194250
"508",2021-05-22,166888880,572349,3595569,11445,0.94,751857528,8042194250
"509",2021-05-23,167370498,481618,3605431,9862,0.94,767017687,8042194250
"510",2021-05-24,167821586,451089,3614581,9150,0.94,793421322,8042194250
"511",2021-05-25,168354983,533397,3627564,12983,0.95,794897683,8042194250
"512",2021-05-26,168923432,568449,3640370,12806,0.93,786639827,8042194250
"513",2021-05-27,169470318,546886,3653310,12940,0.91,781672917,8042194250
